id,bin,containment_id,created_at,updated_at,deleted_at
1066,B001497,C011347,,,
1067,B001499,C003948,,,
1068,B001500,C003901,,,
1069,B001501,C006382,,,
1070,B001502,C004572,,,
1071,B001503,C004857,,,
1072,B001504,C011400,,,
1073,B001505,C005092,,,
1074,B001506,C006129,,,
1075,B001507,C011348,,,
1076,B001508,C003951,,,
1077,B001509,C006364,,,
1078,B001510,C003908,,,
1079,B001512,C004571,,,
1080,B001513,C003971,,,
1081,B001514,C004353,,,
1082,B001516,C004550,,,
1083,B001517,C006155,,,
1084,B001518,C004552,,,
1085,B001519,C003946,,,
1086,B001521,C003955,,,
1087,B001522,C003947,,,
1088,B001523,C006373,,,
1089,B001525,C004860,,,
1090,B001526,C005018,,,
1091,B001527,C004365,,,
1092,B001530,C005017,,,
1093,B001532,C004546,,,
1094,B001534,C005009,,,
1095,B001536,C006370,,,
1096,B001537,C006133,,,
1097,B001539,C005014,,,
1098,B001540,C004698,,,
1099,B001544,C004697,,,
1100,B001545,C006291,,,
1101,B001546,C006360,,,
1102,B001547,C010581,,,
1103,B001548,C011394,,,
1104,B001549,C004551,,,
1105,B001550,C006383,,,
1106,B001551,C004354,,,
1107,B001552,C006586,,,
1108,B001553,C004363,,,
1109,B001554,C006384,,,
1110,B001556,C005013,,,
1111,B001557,C004374,,,
1112,B001558,C006589,,,
1113,B001559,C004858,,,
1114,B001560,C004548,,,
1115,B001561,C003972,,,
1116,B001562,C011630,,,
1117,B001563,C005078,,,
1118,B001565,C004378,,,
1119,B001566,C006590,,,
1120,B001567,C003956,,,
1121,B001568,C006377,,,
1122,B001569,C011504,,,
1123,B001570,C006159,,,
1124,B001572,C010585,,,
1125,B001573,C004856,,,
1126,B001574,C004547,,,
1127,B001576,C004844,,,
1128,B001577,C004843,,,
1129,B001578,C005016,,,
1130,B001579,C004549,,,
1131,B001580,C003962,,,
1132,B001581,C006154,,,
1133,B001582,C010890,,,
1134,B001583,C004356,,,
1135,B001584,C000383,,,
1136,B001585,C006160,,,
1137,B001586,C005007,,,
1138,B001587,C004352,,,
1139,B001590,C006363,,,
1140,B001592,C006153,,,
1141,B001593,C006379,,,
1142,B001594,C006375,,,
1143,B001595,C004553,,,
1144,B001596,C006380,,,
1145,B001597,C006359,,,
1146,B001598,C006371,,,
1147,B001600,C004377,,,
1148,B001601,C003953,,,
1149,B001602,C003905,,,
1150,B001604,C004355,,,
1151,B001605,C011331,,,
1152,B001606,C004364,,,
1153,B001607,C011332,,,
1154,B001608,C005015,,,
1155,B001609,C006588,,,
1156,B001610,C005006,,,
1157,B001612,C006587,,,
1158,B001613,C004574,,,
1159,B001614,C010592,,,
1160,B001616,C004573,,,
1161,B001617,C003973,,,
1162,B001618,C003949,,,
1163,B001619,C003906,,,
1164,B001620,C006131,,,
1165,B001622,C011256,,,
1166,B001623,C006378,,,
1167,B001624,C004351,,,
1168,B001625,C004545,,,
1169,B001626,C004853,,,
1170,B001627,C010586,,,
1171,B001628,C003960,,,
1172,B001631,C006358,,,
1173,B001632,C005008,,,
1174,B001633,C011602,,,
1175,B001634,C005005,,,
1176,B001636,C004376,,,
1177,B001637,C004851,,,
1178,B001641,C006292,,,
1179,B001646,C010542,,,
1180,B001648,C004357,,,
1181,B001649,C004992,,,
1182,B001653,C003954,,,
1183,B001655,C010590,,,
1184,B001656,C005004,,,
1185,B001657,C004854,,,
1186,B001658,C006367,,,
1187,B001660,C006372,,,
1188,B001662,C006145,,,
1189,B001663,C003882,,,
1190,B001664,C011606,,,
1191,B001665,C010291,,,
1192,B001667,C006387,,,
1193,B001668,C010898,,,
1194,B001669,C005081,,,
1195,B001670,C003961,,,
1196,B001673,C006591,,,
1197,B001675,C000312,,,
1198,B001676,C004855,,,
1199,B001678,C006151,,,
1200,B001680,C004852,,,
1201,B001682,C004350,,,
1202,B001685,C003881,,,
1203,B001686,C006152,,,
1204,B001689,C003959,,,
1205,B001690,C010966,,,
1206,B001691,C011613,,,
1207,B001692,C005003,,,
1208,B001693,C006171,,,
1209,B001694,C003880,,,
1210,B001696,C004993,,,
1211,B001697,C006362,,,
1212,B001698,C006323,,,
1213,B001699,C006598,,,
1214,B001700,C003879,,,
1215,B001701,C006293,,,
1216,B001702,C004544,,,
1217,B001703,C004359,,,
1218,B001704,C006366,,,
1219,B001705,C004850,,,
1220,B001708,C005002,,,
1221,B001710,C004375,,,
1222,B001711,C006369,,,
1223,B001714,C006357,,,
1224,B001715,C003974,,,
1225,B001718,C006592,,,
1226,B001719,C003885,,,
1227,B001723,C004577,,,
1228,B001730,C004358,,,
1229,B001731,C006130,,,
1230,B001732,C006601,,,
1231,B001733,C010974,,,
1232,B001736,C006146,,,
1233,B001737,C005000,,,
1234,B001738,C005001,,,
1235,B001740,C004691,,,
1236,B001743,C006324,,,
1237,B001744,C004575,,,
1238,B001746,C004848,,,
1239,B001747,C006368,,,
1240,B001748,C004687,,,
1241,B001749,C006150,,,
1242,B001750,C004861,,,
1243,B001751,C004995,,,
1244,B001753,C000390,,,
1245,B001754,C004696,,,
1246,B001756,C004845,,,
1247,B001757,C006328,,,
1248,B001759,C004349,,,
1249,B001761,C006330,,,
1250,B001762,C010539,,,
1251,B001764,C003875,,,
1252,B001766,C006599,,,
1253,B001767,C006173,,,
1254,B001768,C004849,,,
1255,B001772,C004846,,,
1256,B001774,C006356,,,
1257,B001776,C005091,,,
1258,B001777,C004348,,,
1259,B001778,C010639,,,
1260,B001779,C010930,,,
1261,B001780,C006147,,,
1262,B001781,C006327,,,
1263,B001783,C006593,,,
1264,B001787,C003957,,,
1265,B001789,C004994,,,
1266,B001790,C006294,,,
1267,B001792,C006354,,,
1268,B001793,C003873,,,
1269,B001796,C011254,,,
1270,B001797,C004692,,,
1271,B001798,C003876,,,
1272,B001800,C006321,,,
1273,B001803,C003872,,,
1274,B001804,C004576,,,
1275,B001805,C004997,,,
1276,B001806,C006172,,,
1277,B001807,C004688,,,
1278,B001808,C006149,,,
1279,B001809,C006174,,,
1280,B001810,C004996,,,
1281,B001812,C010596,,,
1282,B001813,C010880,,,
1283,B001814,C006600,,,
1284,B001815,C003898,,,
1285,B001819,C003899,,,
1286,B001820,C004669,,,
1287,B001822,C003878,,,
1288,B001826,C004380,,,
1289,B001827,C006295,,,
1290,B001828,C003874,,,
1291,B001829,C006355,,,
1292,B001830,C006137,,,
1293,B001833,C006361,,,
1294,B001835,C004686,,,
1295,B001836,C010923,,,
1296,B001839,C010881,,,
1297,B001842,C003958,,,
1298,B001845,C004690,,,
1299,B001847,C006139,,,
1300,B001848,C010932,,,
1301,B001849,C003877,,,
1302,B001850,C006148,,,
1303,B001854,C006322,,,
1304,B001855,C006595,,,
1305,B001856,C006329,,,
1306,B001857,C004847,,,
1307,B001858,C005086,,,
1308,B001859,C006602,,,
1309,B001860,C006594,,,
1310,B001861,C006320,,,
1311,B001862,C011255,,,
1312,B001864,C004347,,,
1313,B001870,C006138,,,
1314,B001871,C004689,,,
1315,B001872,C006140,,,
1316,B001873,C003869,,,
1317,B001874,C003983,,,
1318,B001875,C011344,,,
1319,B001876,C005088,,,
1320,B001884,C006175,,,
1321,B001885,C006317,,,
1322,B001887,C006326,,,
1323,B001888,C006597,,,
1324,B001890,C006182,,,
1325,B001892,C003982,,,
1326,B001894,C003867,,,
1327,B001895,C004693,,,
1328,B001896,C006136,,,
1329,B001897,C004998,,,
1330,B001900,C001803,,,
1331,B001902,C006180,,,
1332,B001904,C010942,,,
1333,B001905,C004685,,,
1334,B001906,C003897,,,
1335,B001908,C010593,,,
1336,B001909,C004670,,,
1337,B001910,C003891,,,
1338,B001913,C006596,,,
1339,B001914,C010298,,,
1340,B001915,C006325,,,
1341,B001916,C011253,,,
1342,B001917,C006319,,,
1343,B001918,C004988,,,
1344,B001919,C006353,,,
1345,B001921,C006603,,,
1346,B001922,C006345,,,
1347,B001923,C003976,,,
1348,B001926,C004999,,,
1349,B001928,C006183,,,
1350,B001929,C010924,,,
1351,B001932,C003884,,,
1352,B001935,C006135,,,
1353,B001936,C004379,,,
1354,B001938,C003892,,,
1355,B001941,C011336,,,
1356,B001943,C003868,,,
1357,B001944,C003883,,,
1358,B001946,C006176,,,
1359,B001947,C011252,,,
1360,B001950,C004252,,,
1361,B001952,C004539,,,
1362,B001953,C010292,,,
1363,B001955,C003900,,,
1364,B001956,C004695,,,
1365,B001957,C011335,,,
1366,B001960,C006351,,,
1367,B001961,C003975,,,
1368,B001962,C004346,,,
1369,B001963,C003981,,,
1370,B001965,C000311,,,
1371,B001967,C006352,,,
1372,B001968,C006184,,,
1373,B001970,C004672,,,
1374,B001971,C010594,,,
1375,B001972,C006181,,,
1376,B001975,C004694,,,
1377,B001978,C006331,,,
1378,B001979,C011334,,,
1379,B001980,C006318,,,
1380,B001982,C004329,,,
1381,B001983,C006298,,,
1382,B001984,C004991,,,
1383,B001985,C006344,,,
1384,B001986,C004989,,,
1385,B001987,C006179,,,
1386,B001989,C005087,,,
1387,B001992,C004673,,,
1388,B001996,C000381,,,
1389,B002002,C011333,,,
1390,B002003,C004343,,,
1391,B002004,C003980,,,
1392,B002005,C004684,,,
1393,B002006,C006297,,,
1394,B002007,C005082,,,
1395,B002008,C010613,,,
1396,B002009,C006332,,,
1397,B002010,C010931,,,
1398,B002011,C004333,,,
1399,B002012,C010597,,,
1400,B002014,C004538,,,
1401,B002015,C004537,,,
1402,B002017,C004674,,,
1403,B002018,C004322,,,
1404,B002020,C011395,,,
1405,B002021,C006350,,,
1406,B002023,C004345,,,
1407,B002024,C010290,,,
1408,B002025,C004328,,,
1409,B002026,C006143,,,
1410,B002028,C004683,,,
1411,B002031,C006178,,,
1412,B002032,C010514,,,
1413,B002033,C004540,,,
1414,B002034,C004325,,,
1415,B002037,C006340,,,
1416,B002040,C004990,,,
1417,B002041,C004675,,,
1418,B002042,C010297,,,
1419,B002043,C004344,,,
1420,B002045,C003977,,,
1421,B002047,C010299,,,
1422,B002048,C006177,,,
1423,B002050,C004251,,,
1424,B002051,C006316,,,
1425,B002052,C004541,,,
1426,B002054,C003984,,,
1427,B002055,C010598,,,
1428,B002057,C004326,,,
1429,B002058,C006341,,,
1430,B002059,C004682,,,
1431,B002060,C003890,,,
1432,B002061,C004987,,,
1433,B002065,C010614,,,
1434,B002066,C006349,,,
1435,B002067,C006185,,,
1436,B002070,C006339,,,
1437,B002071,C004323,,,
1438,B002073,C004542,,,
1439,B002074,C006333,,,
1440,B002077,C010656,,,
1441,B002078,C003978,,,
1442,B002081,C006314,,,
1443,B002083,C004339,,,
1444,B002085,C004327,,,
1445,B002086,C004676,,,
1446,B002088,C006144,,,
1447,B002090,C004543,,,
1448,B002093,C004681,,,
1449,B002095,C010657,,,
1450,B002096,C011393,,,
1451,B002097,C010975,,,
1452,B002099,C004324,,,
1453,B002100,C003979,,,
1454,B002101,C004668,,,
1455,B002103,C004249,,,
1456,B002104,C006338,,,
1457,B002105,C006315,,,
1458,B002107,C006337,,,
1459,B002109,C006348,,,
1460,B002111,C004250,,,
1461,B002113,C001769,,,
1462,B002114,C003870,,,
1463,B002115,C004680,,,
1464,B002117,C006334,,,
1465,B002118,C006342,,,
1466,B002121,C004341,,,
1467,B002122,C010615,,,
1468,B002125,C003889,,,
1469,B002126,C003985,,,
1470,B002127,C004986,,,
1471,B002129,C003894,,,
1472,B002130,C004535,,,
1473,B002131,C010289,,,
1474,B002133,C004334,,,
1475,B002134,C004330,,,
1476,B002138,C010300,,,
1477,B002142,C010137,,,
1478,B002143,C004338,,,
1479,B002144,C004650,,,
1480,B002145,C006335,,,
1481,B002146,C004677,,,
1482,B002148,C006142,,,
1483,B002149,C004321,,,
1484,B002150,C006336,,,
1485,B002152,C003895,,,
1486,B002155,C004342,,,
1487,B002157,C003871,,,
1488,B002158,C004671,,,
1489,B002159,C004533,,,
1490,B002160,C010671,,,
1491,B002162,C006141,,,
1492,B002163,C003986,,,
1493,B002164,C003888,,,
1494,B002166,C006312,,,
1495,B002168,C010929,,,
1496,B002171,C011339,,,
1497,B002173,C003987,,,
1498,B002175,C010288,,,
1499,B002176,C006347,,,
1500,B002177,C006343,,,
1501,B002179,C010595,,,
1502,B002181,C006606,,,
1503,B002182,C004335,,,
1504,B002183,C003886,,,
1505,B002184,C006186,,,
1506,B002186,C004340,,,
1507,B002187,C006296,,,
1508,B002188,C004648,,,
1509,B002191,C006299,,,
1510,B002192,C010599,,,
1511,B002194,C004320,,,
1512,B002195,C004534,,,
1513,B002196,C004655,,,
1514,B002197,C005084,,,
1515,B002198,C011338,,,
1516,B002200,C010926,,,
1517,B002201,C006230,,,
1518,B002203,C003896,,,
1519,B002206,C004679,,,
1520,B002208,C003887,,,
1521,B002209,C004336,,,
1522,B002210,C006303,,,
1523,B002212,C006192,,,
1524,B002213,C010600,,,
1525,B002214,C011257,,,
1526,B002216,C004526,,,
1527,B002217,C004536,,,
1528,B002218,C006307,,,
1529,B002219,C004647,,,
1530,B002227,C003992,,,
1531,B002228,C004331,,,
1532,B002229,C004984,,,
1533,B002230,C006313,,,
1534,B002231,C010670,,,
1535,B002233,C006191,,,
1536,B002234,C011337,,,
1537,B002235,C004654,,,
1538,B002237,C010900,,,
1539,B002239,C004981,,,
1540,B002240,C004646,,,
1541,B002242,C010601,,,
1542,B002243,C003990,,,
1543,B002244,C010882,,,
1544,B002246,C004337,,,
1545,B002247,C006196,,,
1546,B002248,C004985,,,
1547,B002249,C006607,,,
1548,B002251,C000382,,,
1549,B002253,C004649,,,
1550,B002256,C011251,,,
1551,B002257,C006229,,,
1552,B002258,C000317,,,
1553,B002259,C004653,,,
1554,B002260,C006305,,,
1555,B002263,C006188,,,
1556,B002265,C004678,,,
1557,B002266,C010883,,,
1558,B002267,C006310,,,
1559,B002268,C004982,,,
1560,B002269,C004532,,,
1561,B002270,C004525,,,
1562,B002271,C003893,,,
1563,B002273,C004332,,,
1564,B002274,C006304,,,
1565,B002275,C006195,,,
1566,B002276,C004645,,,
1567,B002277,C000313,,,
1568,B002278,C004667,,,
1569,B002279,C006308,,,
1570,B002281,C004652,,,
1571,B002283,C004527,,,
1572,B002285,C004319,,,
1573,B002286,C005083,,,
1574,B002289,C006189,,,
1575,B002292,C006187,,,
1576,B002293,C004427,,,
1577,B002294,C006300,,,
1578,B002295,C004430,,,
1579,B002296,C006346,,,
1580,B002299,C004644,,,
1581,B002301,C004530,,,
1582,B002305,C006228,,,
1583,B002306,C004318,,,
1584,B002307,C006197,,,
1585,B002308,C004983,,,
1586,B002312,C004651,,,
1587,B002314,C010925,,,
1588,B002315,C003988,,,
1589,B002316,C003989,,,
1590,B002317,C006190,,,
1591,B002318,C004426,,,
1592,B002322,C004643,,,
1593,B002324,C006231,,,
1594,B002326,C004524,,,
1595,B002328,C006302,,,
1596,B002330,C006311,,,
1597,B002333,C004979,,,
1598,B002335,C010950,,,
1599,B002339,C011603,,,
1600,B002340,C004428,,,
1601,B002341,C004666,,,
1602,B002342,C004529,,,
1603,B002343,C006194,,,
1604,B002344,C006309,,,
1605,B002345,C004642,,,
1606,B002346,C006306,,,
1607,B002347,C006256,,,
1608,B002348,C004317,,,
1609,B002352,C011619,,,
1610,B002353,C006232,,,
1611,B002354,C004640,,,
1612,B002355,C004657,,,
1613,B002356,C011404,,,
1614,B002357,C004665,,,
1615,B002358,C004978,,,
1616,B002361,C004528,,,
1617,B002362,C004429,,,
1618,B002365,C004406,,,
1619,B002366,C004641,,,
1620,B002367,C006301,,,
1621,B002368,C004531,,,
1622,B002373,C004523,,,
1623,B002374,C004662,,,
1624,B002375,C004431,,,
1625,B002376,C011403,,,
1626,B002377,C000380,,,
1627,B002380,C004316,,,
1628,B002381,C004980,,,
1629,B002386,C004656,,,
1630,B002388,C004639,,,
1631,B002391,C011401,,,
1632,B002394,C006226,,,
1633,B002399,C003991,,,
1634,B002400,C004977,,,
1635,B002404,C004315,,,
1636,B002405,C011392,,,
1637,B002406,C010899,,,
1638,B002407,C006255,,,
1639,B002408,C004404,,,
1640,B002410,C011250,,,
1641,B002411,C004403,,,
1642,B002412,C011402,,,
1643,B002413,C004658,,,
1644,B002415,C004405,,,
1645,B002418,C004661,,,
1646,B002419,C004664,,,
1647,B002421,C006233,,,
1648,B002422,C006198,,,
1649,B002426,C004963,,,
1650,B002427,C010895,,,
1651,B002429,C004976,,,
1652,B002430,C006217,,,
1653,B002431,C006250,,,
1654,B002432,C011259,,,
1655,B002433,C010669,,,
1656,B002436,C006234,,,
1657,B002437,C004310,,,
1658,B002438,C004659,,,
1659,B002441,C004425,,,
1660,B002443,C010901,,,
1661,B002444,C004964,,,
1662,B002445,C004424,,,
1663,B002446,C004520,,,
1664,B002447,C004635,,,
1665,B002450,C006254,,,
1666,B002451,C004522,,,
1667,B002452,C004514,,,
1668,B002455,C003996,,,
1669,B002458,C004518,,,
1670,B002459,C011330,,,
1671,B002460,C004495,,,
1672,B002461,C004314,,,
1673,B002463,C006208,,,
1674,B002464,C004663,,,
1675,B002465,C006249,,,
1676,B002467,C004313,,,
1677,B002470,C010587,,,
1678,B002473,C006225,,,
1679,B002475,C010283,,,
1680,B002476,C003997,,,
1681,B002478,C006235,,,
1682,B002479,C004660,,,
1683,B002483,C006251,,,
1684,B002484,C004634,,,
1685,B002486,C006199,,,
1686,B002488,C011343,,,
1687,B002489,C006193,,,
1688,B002490,C004636,,,
1689,B002491,C006252,,,
1690,B002492,C011341,,,
1691,B002493,C005085,,,
1692,B002494,C003993,,,
1693,B002496,C006207,,,
1694,B002498,C004966,,,
1695,B002499,C004513,,,
1696,B002500,C003995,,,
1697,B002501,C004407,,,
1698,B002502,C006253,,,
1699,B002503,C004312,,,
1700,B002505,C004519,,,
1701,B002508,C004955,,,
1702,B002509,C010513,,,
1703,B002510,C004410,,,
1704,B002511,C004630,,,
1705,B002513,C010668,,,
1706,B002514,C004965,,,
1707,B002516,C006227,,,
1708,B002517,C004521,,,
1709,B002518,C006209,,,
1710,B002519,C004411,,,
1711,B002520,C004637,,,
1712,B002521,C010943,,,
1713,B002522,C004633,,,
1714,B002523,C004501,,,
1715,B002524,C004432,,,
1716,B002525,C004309,,,
1717,B002527,C010605,,,
1718,B002529,C006215,,,
1719,B002530,C004005,,,
1720,B002534,C004515,,,
1721,B002536,C004614,,,
1722,B002539,C010284,,,
1723,B002541,C004631,,,
1724,B002543,C004412,,,
1725,B002546,C004004,,,
1726,B002547,C004512,,,
1727,B002548,C003994,,,
1728,B002550,C011391,,,
1729,B002551,C004954,,,
1730,B002553,C004613,,,
1731,B002554,C004638,,,
1732,B002555,C010604,,,
1733,B002557,C004311,,,
1734,B002559,C004951,,,
1735,B002560,C004516,,,
1736,B002562,C005313,,,
1737,B002564,C004967,,,
1738,B002565,C004632,,,
1739,B002567,C006242,,,
1740,B002568,C004517,,,
1741,B002569,C004433,,,
1742,B002570,C004615,,,
1743,B002571,C010927,,,
1744,B002573,C006200,,,
1745,B002574,C006206,,,
1746,B002575,C010928,,,
1747,B002576,C006202,,,
1748,B002577,C006236,,,
1749,B002579,C004602,,,
1750,B002580,C010894,,,
1751,B002583,C006210,,,
1752,B002584,C004408,,,
1753,B002585,C004500,,,
1754,B002586,C004409,,,
1755,B002587,C006216,,,
1756,B002590,C006119,,,
1757,B002591,C004969,,,
1758,B002592,C004414,,,
1759,B002593,C004953,,,
1760,B002597,C004510,,,
1761,B002598,C004499,,,
1762,B002599,C004601,,,
1763,B002600,C004413,,,
1764,B002601,C004952,,,
1765,B002602,C004616,,,
1766,B002603,C004617,,,
1767,B002604,C006201,,,
1768,B002605,C004437,,,
1769,B002606,C006240,,,
1770,B002607,C010602,,,
1771,B002608,C004972,,,
1772,B002609,C006219,,,
1773,B002610,C004956,,,
1774,B002613,C006248,,,
1775,B002614,C010893,,,
1776,B002618,C006203,,,
1777,B002620,C004600,,,
1778,B002621,C011258,,,
1779,B002624,C004968,,,
1780,B002625,C006237,,,
1781,B002626,C004511,,,
1782,B002642,C004622,,,
1783,B002643,C004259,,,
1784,B002645,C004505,,,
1785,B002646,C003998,,,
1786,B002647,C004434,,,
1787,B002649,C004508,,,
1788,B002652,C004509,,,
1789,B002653,C011342,,,
1790,B002655,C004507,,,
1791,B002656,C011218,,,
1792,B002657,C004506,,,
1793,B002658,C004618,,,
1794,B002659,C004003,,,
1795,B002661,C004504,,,
1796,B002662,C000377,,,
1797,B002663,C004962,,,
1798,B002664,C006241,,,
1799,B002665,C004438,,,
1800,B002666,C006222,,,
1801,B002669,C011193,,,
1802,B002670,C010603,,,
1803,B002671,C004260,,,
1804,B002672,C006220,,,
1805,B002673,C004436,,,
1806,B002674,C010285,,,
1807,B002675,C006212,,,
1808,B002676,C004267,,,
1809,B002677,C004265,,,
1810,B002678,C004623,,,
1811,B002680,C004497,,,
1812,B002682,C004247,,,
1813,B002684,C006116,,,
1814,B002686,C006204,,,
1815,B002688,C006211,,,
1816,B002689,C004258,,,
1817,B002690,C006214,,,
1818,B002691,C006213,,,
1819,B002694,C004961,,,
1820,B002695,C004970,,,
1821,B002696,C004255,,,
1822,B002697,C004502,,,
1823,B002698,C004496,,,
1824,B002699,C004619,,,
1825,B002700,C010512,,,
1826,B002702,C004598,,,
1827,B002703,C011238,,,
1828,B002704,C006238,,,
1829,B002706,C006221,,,
1830,B002709,C011219,,,
1831,B002710,C006239,,,
1832,B002712,C011221,,,
1833,B002726,C004960,,,
1834,B002733,C004266,,,
1835,B002734,C010951,,,
1836,B002735,C004253,,,
1837,B002737,C006118,,,
1838,B002738,C004254,,,
1839,B002741,C010588,,,
1840,B002742,C003999,,,
1841,B002743,C011222,,,
1842,B002744,C004603,,,
1843,B002745,C006224,,,
1844,B002746,C004257,,,
1845,B002747,C004261,,,
1846,B002748,C004599,,,
1847,B002749,C004498,,,
1848,B002751,C010952,,,
1849,B002752,C006223,,,
1850,B002753,C004971,,,
1851,B002755,C004620,,,
1852,B002756,C004262,,,
1853,B002758,C004624,,,
1854,B002759,C004002,,,
1855,B002761,C006247,,,
1856,B002762,C004001,,,
1857,B002763,C006117,,,
1858,B002768,C004959,,,
1859,B002770,C004604,,,
1860,B002771,C011278,,,
1861,B002772,C004975,,,
1862,B002773,C006218,,,
1863,B002781,C004621,,,
1864,B002784,C004263,,,
1865,B002785,C006243,,,
1866,B002786,C004958,,,
1867,B002787,C006205,,,
1868,B002788,C004610,,,
1869,B002789,C004256,,,
1870,B002790,C004974,,,
1871,B002792,C006245,,,
1872,B002793,C004503,,,
1873,B002794,C006031,,,
1874,B002797,C004597,,,
1875,B002800,C004415,,,
1876,B002805,C004605,,,
1877,B002813,C004957,,,
1878,B002814,C004625,,,
1879,B002820,C004264,,,
1880,B002822,C011237,,,
1881,B002824,C004973,,,
1882,B002828,C011220,,,
1883,B002830,C004422,,,
1884,B002837,C004611,,,
1885,B002838,C004248,,,
1886,B002839,C006115,,,
1887,B002841,C004000,,,
1888,B002843,C006246,,,
1889,B002844,C004487,,,
1890,B002847,C011225,,,
1891,B002848,C004626,,,
1892,B002851,C010589,,,
1893,B002852,C006244,,,
1894,B002853,C011226,,,
1895,B002854,C004606,,,
1896,B002855,C010641,,,
1897,B002857,C004612,,,
1898,B002861,C004268,,,
1899,B002864,C004416,,,
1900,B002865,C006038,,,
1901,B002866,C004021,,,
1902,B002873,C004435,,,
1903,B002874,C006037,,,
1904,B002875,C006030,,,
1905,B002877,C010141,,,
1906,B002878,C010640,,,
1907,B002880,C006039,,,
1908,B002883,C004486,,,
1909,B002884,C006036,,,
1910,B002886,C004627,,,
1911,B002889,C004607,,,
1912,B002890,C006124,,,
1913,B002891,C006061,,,
1914,B002892,C006032,,,
1915,B002895,C004593,,,
1916,B002897,C004439,,,
1917,B002901,C004007,,,
1918,B002902,C004485,,,
1919,B002903,C004596,,,
